,entry_percentile,sigma_mult,otm_pts,long_dte_weeks,total_return,cagr,max_dd,win_rate,trades,avg_trade_dur,score
83,0.3,0.8,4,26,0.5592341859713585,0.2486929910796163,-0.1177332529755972,0.7142857142857143,7,1,0.5326951399116348
84,0.3,1,4,15,0.4234341185032422,0.19307758276787768,-0.1854574190201871,0.7142857142857143,7,1,0.5307191948944526
85,0.9,1,3,15,1.6935404346349912,0.6412009123306601,-0.0454410140701757,0.5405405405405406,37,1.162162162162162,0.5290623465881198
86,0.9,1,1,3,22.7383922596687,3.872206097823521,-0.00021253977852114442,0.5,40,1.075,0.524472263132057
87,0.5,0.8,2,3,2.4781743471004902,0.8649864200847388,-0.01963593082812074,0.4117647058823529,17,1,0.5244108983799706
88,0.3,0.8,2,5,1.5980445217032218,0.6118450675245501,-0.03977062563175006,0.7142857142857143,7,1,0.5191458026509572
89,0.5,0.5,1,5,2.1631214739984896,0.7785166499075824,-0.01985352635438112,0.5882352941176471,17,1,0.5152920962199313
90,0.7,1,1,3,13.31635233376399,2.7836955921114996,-0.00021252043309833774,0.5517241379310345,29,1.0689655172413792,0.5146907216494845
91,0.5,0.5,1,3,1.4531501965058249,0.5662535543473874,-0.03712813584422197,0.75,16,1.125,0.5069833087874325
92,0.7,1,3,15,1.3662385350691477,0.5382582797011521,-0.04261904023470391,0.5925925925925926,27,1.1481481481481481,0.5055351006381934
93,0.3,1,10,15,0.0830473221161494,0.040695595318894995,-0.6759820232497502,0.14285714285714285,7,1,0.49759450171821307
94,0.1,0.5,2,15,0.8522731452510761,0.36098241915576423,-0.05240508831421181,1,1,1,0.49166666666666664
95,0.5,1,3,15,1.3759044638535185,0.541396919632811,-0.028819253381113696,0.75,16,1.1875,0.49058664702994603
96,0.7,0.8,4,15,-0.019982365923667977,-0.010041599825360348,-0.9416218373728512,0.32142857142857145,28,1.1071428571428572,0.4866593028964163
97,0.5,1,1,3,4.902296227184223,1.42946418520303,-0.00021254130070979047,0.8125,16,1.125,0.4844256259204713
98,0.9,0.8,3,26,1.0006723020517483,0.4144512370710234,-0.03792646911283733,0.6285714285714286,35,1.2285714285714286,0.48240058910162004
